,title,specs
1058,HP 1910-8-PoE+ Switch,"{'form_factor': 'Rack-mountable', 'modular': 'No', 'number_of_total_expansion_slots': '2', 'stack_port': 'No', 'media_type_supported': 'Twisted Pair', 'network_technology': '10/100Base-TX', 'expansion_slot_type': 'SFP', 'http': '//www.hp.com', 'product_type': 'Ethernet Switch', 'power_source': 'Power Supply', 'total_number_of_network_ports': '8', 'management_port': 'Yes', 'ethernet_technology': 'Fast Ethernet'}"
1059,"New Kyocera Turning Toolholder DDJNR164D 1"" Shank for DN.. 43.. Inserts","{'location': 'United States,', 'free_shipping': ', 30-Day Returns,', 'ships_to': 'US & many other countries,'}"
1060,Fleur de Lis 1-1/4 in. Antique Silver Cabinet Knob,"{'finish': 'Antique Silver', 'hardware_finish_family': 'Silver', 'knob_shape': 'Round', 'knob_projection_in': '1.25', 'package_quantity': '1', 'builders_hardware_product_type': 'Cabinet Knob'}"
1061,Ultimate Support USS1-61 Key Bag,{'color': 'Black'}
1062,Asus Fonepad 8 FE380CG Price in Malaysia & Specs,"{'sim': 'Dual SIM (Micro-SIM, dual stand-by)', 'radio': 'No', 'browser': 'HTML5', 'edge': 'Yes', 'usb': 'microUSB v2.0', 'gps': 'Yes, with A-GPS, GLONASS', 'bluetooth': 'v4.0, A2DP'}"
1063,Instant Heart Rate+: Heart Rate & Pulse Monitor,{'category': 'Health & Fitness'}
1064,20W Hot Melt Glue Gun 7mm Glue Stick Industrial Mini Guns Thermo Electric Gluegun Heat Temperature Tool For DIY Repairs+20PCS 100MM7MM Glue Stick,{'color': 'Blue'}
1065,WWTG40121 - SATO TG 312 Bar code Printer,"{'product_type': 'Direct Thermal/Thermal Transfer Printer', 'form_factor': 'Desktop'}"
1066,"Earthrise Spirulina, Natural Powder 16 Oz","{'unit_type': 'Each', 'format': 'Powder'}"
1067,WAC Lighting Faberge Rubbed Bronze One-Light Wall Sconce with White Layered Glass,"{'shade_material': 'Glass', 'finish': 'Rubbed Bronze', 'voltage': '110 to 120 Volt', 'shade_color': 'White', 'beam_spread': 'Flood'}"
1068,Samsung SCV-5083 950 TV Line WDR Dome Camera,"{'chip_inch_size': '1/3', 'color_type': 'Color / Monochrome', 'zoom_ratio': 'x16', 's_n_signal_noise_ratio_db': '52', 'sensitivity_lux': '0.001', 'synchronisation': 'Internal, Line-lock'}"
1069,Samsung SCV-5083 950 TV Line WDR Dome Camera,"{'chip_inch_size': '1/3', 'color_type': 'Color / Monochrome', 'zoom_ratio': 'x16', 's_n_signal_noise_ratio_db': '52', 'sensitivity_lux': '0.001', 'synchronisation': 'Internal, Line-lock'}"
1070,Lexmark MarkNet N8250 - print server,"{'connectivity_technology': 'Wireless', 'type': 'None', 'compatibility': 'Mac , PC , Unix', 'packaged_quantity': '1'}"
1071,Lauren Ralph Lauren Womens Shirt Top Small Ribbed Turtleneck Pink Long Sleeve S,"{'color': 'Pink', 'size_womens': 'S', 'platform': 'eBay US', 'season': 'All Seasons', 'pattern': 'Solid', 'size_type': 'Regular'}"
1072,Zebra Pen Jimnie Gel Rollerball Pen,{'assembly_required': 'No'}
1073,Xerox 106R02756 Compatible Laser Toner Cartridge,{'capacity': 'Standard'}
1074,Plantronics Savi WH350 Headset by Plantronics,{'color': 'As Shown'}
1075,Plantronics Savi WH350 Headset by Plantronics,{'color': 'As Shown'}
1076,RJ45 TO DB9F CROSS CONVERTERCOMP W/ALL CYCLADES SE,{'specifications': 'Networking Additional Specs'}
1077,Torsion Springs,{'finish': 'Plain'}
1078,Justice Design Group Veneto Luce Capellini One-Light Sconce,{'voltage': '110 to 120 Volt'}
1079,"HP HC270 27"" LED LCD Monitor - 16:9 - 14 ms","{'environmental_certification': 'WEEE', 'warranty': 'Limited Warranty: 3 Year', 'energy_star': 'Yes'}"
1080,"ZTE Trek 2 HD K88 Wi-Fi GSM AT&T Unlocked 8"" Android Tablet Gray 5MP New","{'contract': 'Without Contract,', 'ships_to': 'US,', 'type': 'Tablet,', 'color': 'Gray,'}"
1081,Harlow Antique Pewter Swivel Bar Stool,{'finish': 'Antique Pewter'}
1082,"Rochester Midland Sanitary Commode Floor Mats, Black, Pack Of 6 OfficeMax # 25073189","{'quantity': '6', 'color': 'black'}"
1083,"Electric Chain Hoist, 525 lb., 10 ft.","{'phase': ': 1', 'voltage': ': 120'}"
1084,Stanley Saw Storage Mitre Boxes,{'width': 'N/A'}
1085,Audi A4 2.0 TDI SE 4dr (2007),"{'technical': 'Emissions154 (g/km)', 'interior': 'Seats5', 'previous_owners': '6', 'fuel': 'TypeDiesel, Economy48.7 mpg', 'exterior': 'Doors4, ColourGrey, Body typeSaloon'}"
1086,Audi A4 2.0 TDI SE 4dr (2007),"{'technical': 'Emissions154 (g/km)', 'interior': 'Seats5', 'previous_owners': '6', 'fuel': 'TypeDiesel, Economy48.7 mpg', 'exterior': 'Doors4, ColourGrey, Body typeSaloon'}"
1087,Audi A4 2.0 TDI SE 4dr (2007),"{'technical': 'Emissions154 (g/km)', 'interior': 'Seats5', 'previous_owners': '6', 'fuel': 'TypeDiesel, Economy48.7 mpg', 'exterior': 'Doors4, ColourGrey, Body typeSaloon'}"
1088,Xianwei 1.2m Snake Pattern Micro USB to USB 2.0 Data Transfer Charging Cable,{'type': 'Cable'}
1089,Deluxe Flour Sifter,{'warranty': 'Lifetime Guarantee'}
1090,Deluxe Flour Sifter,{'warranty': 'Lifetime Guarantee'}
1091,4 in. Aluminum Recessed Lighting LED T24 New Construction IC Air-Tite Housing (6 Piece/Case),"{'bulb_type_included': 'No Bulbs Included', 'light_bulb_base_code': 'Other', 'energy_star_certified': 'No'}"
1092,Pipedream Products Fetish Fantasy Series Sensual Seduction Beginner's Love Kit,"{'texture': 'No', 'shape': 'No', 'color': 'Black'}"
1093,"Storage Cabinet, 22 ga., 72 In. H, 24 In. D","{'finish': ': Powder Coated', 'number_of_doors': ': 2', 'gauge': ': 22', 'green_environmental_attribute': ': Minimum 50% Post-Consumer Recycled Content', 'assembledunassembled': ': Assembled', 'green_certification_or_other_recognition': ': GREENGUARD Certified', 'number_of_shelves': ': 4', 'casters_included': ': No', 'item': ': Storage Cabinet', 'number_of_drawers': ': 0', 'cabinet_color': ': Black'}"
1094,2010 Toyota Matrix 1.80 - St John's,"{'silver': 'Unknown', 'status': 'Stock Number', 'transmission': 'Doors', 'automatic': '4'}"
1095,5-3/8 in. x 5-1/2 in. x 8 in. Polyurethane Dentil Block,"{'finish_type': 'Primed', 'application': 'Ceiling', 'installation_type': 'Glue', 'color_family': 'White', 'colorfinish': 'White', 'interiorexterior': 'Interior/Exterior'}"
1096,5-3/8 in. x 5-1/2 in. x 8 in. Polyurethane Dentil Block,"{'finish_type': 'Primed', 'application': 'Ceiling', 'installation_type': 'Glue', 'color_family': 'White', 'colorfinish': 'White', 'interiorexterior': 'Interior/Exterior'}"
1097,"Nurturme Nurturmeals, Dried Organic Food Pouches, Carrots, Raisins And Sweet Potatoes, 8 Count","{'numberofitems': '1', 'binding': 'Grocery', 'producttypename': 'GROCERY', 'productgroup': 'Grocery'}"
1098,Hydraulic Briquette Press Machine,{'delivery_fob_port': 'Taichung'}
1099,LAND ROVER FREELANDER,"{'max_roof_load': '75', 'alloys': 'True', 'turning_circle-kerb_to_kerb': '11.6', 'max_towing_weight-unbraked': '750', 'no_of_seats': '5', 'tyre_size_rear': '215/65 R16', 'space_saver': 'False', 'width': '1809', 'tyre_size_front': '215/65 R16', 'width_including_mirrors': '2071', 'max_towing_weight-braked': '1800', 'fuel_tank_capacity_litres': '59', 'tyre_size_spare': '215/65 R16'}"
1100,1969 Mercedes-Benz 280SL (1969),"{'technical': 'Emissions-', 'previous_owners': '-', 'exterior': 'Doors2, ColourRed, Body typeConvertible', 'year': '1969', 'dimension': 'Vehicle height-, Vehicle width-', 'interior': 'Seats-', 'transmission': 'automatic', 'fuel': 'TypePetrol, Economy-'}"
1101,MAM Air Soothers 6m+,{'colour': 'Pink'}
1102,Distributed Space Missions for Earth System Monitoring,"{'copyright': '2013', 'copyright_holder': 'Springer Science+Business Media New York'}"
1103,"Cutler Hammer, Div of Eaton Corp Miniature Circuit Breakers, Plug-On Series","{'protection': 'Branch Circuit', 'mounting': 'Panel', 'poles': '1', 'amps': '20', 'item_category': 'Circuit Breakers', 'approvals': 'UL;CSA'}"
1104,"Cutler Hammer, Div of Eaton Corp Miniature Circuit Breakers, Plug-On Series","{'protection': 'Branch Circuit', 'mounting': 'Panel', 'poles': '1', 'amps': '20', 'item_category': 'Circuit Breakers', 'approvals': 'UL;CSA'}"
1105,"Cutler Hammer, Div of Eaton Corp Miniature Circuit Breakers, Plug-On Series","{'protection': 'Branch Circuit', 'mounting': 'Panel', 'poles': '1', 'amps': '20', 'item_category': 'Circuit Breakers', 'approvals': 'UL;CSA'}"
1106,Chartpak Architectural Triangular Scale,{'assembly_required': 'No'}
1107,Phoenix 60 in. Outdoor Antiqued Copper Floor Lamp with Black Sunbrella Shade,"{'california_title_20_compliant': 'No', 'shade_shape': 'Bell', 'bulb_type_included': 'No Bulbs Included', 'outdoor_lighting_features': 'Waterproof,Weather Resistant', 'shade_color_family': 'Black', 'maximum_wattage_watts': '100', 'connection_type': 'Plug-in', 'recommended_light_bulb_shape_code': 'A19', 'number_of_bulbs_required': '1', 'included': 'No additional accessories', 'maximum_bulb_wattage': '100 W', 'light_bulb_base_code': 'Medium'}"
1108,"CHUNGSIN TECHNICAL ENGINEERING SALES CO., LTD.",{'minimum_order': '50pcs'}
1109,6V 1.3AH SLA Battery for GE Caddx 60914 - 2 Pack,"{'availability': 'In Stock', 'price': '$14.99', 'quantity': '2'}"
1110,Veam HTB,{'shape': 'Circular'}
1111,NAVIGATION ~ 2.3L ECOBOOST ~ 6-SPEED AUTO ~ 310 HP ~ PERFORMANCE ~ TECHNOLOGY,"{'model': 'Mustang', 'year': '2015', 'doors': '2', 'interior_color': 'Ebony', 'type': 'Coupe', 'number_of_cylinders': '4', 'transmission': 'Automatic', 'fuel': 'Gasoline', 'color': 'Gray'}"
1112,"$127,900 2000 Ferrari 360 Modena","{'ext_color': 'Black', 'location': 'Sacramento, CA'}"
1113,TOYOTA AYGO,"{'fuel_tank_capacity_litres': '35', 'space_saver': 'False', 'width': '1615', 'alloys': 'False', 'wheelbase': '2340', 'height': '1460', 'tyre_size_spare': 'TYRE REPAIR KIT', 'max_loading_weight': '400', 'no_of_seats': '4'}"
1114,Ergodyne 11107,{'color': 'Black'}
1115,Original Xiaomi Phone Ring Bracket Stand Holder,{'type': 'Stand'}
1116,"Good Night, Tigers (Good Night, Team)",{'rating': '[?]'}
1117,Vault by Vans x Brain Dead Brain Dead OG Classic Slip-On LX Sneaker,"{'size': 'Head Circumference', 'sm': '21"" - 22""'}"
1118,"Honey-Can-Do Large Stemware Storage Chest, 18 3/8'L x 13 7/8'W x 8 1/2'H, Brown/Natural Item # 700172","{'quantity': '1', 'usage': 'storage', 'lid_type': 'lift-off'}"
1119,3M Cubitron 970DZ Coated Ceramic Purple Sanding Belt - Cloth Backing - Y Weight - P150 Grit - Very Fine - 37 in Width x 60 in Length - 55808,"{'package_quantity': '5 belts per case', 'grade': 'Very Fine', 'manufacturer': '3M', 'abrasive_type': 'Coated', 'abrasive_material': 'Ceramic', 'backing_material': 'Cloth', 'color': 'Purple'}"
1120,Lismore 1-Light Oil Rubbed Bronze Wall Bracket,"{'light_direction': 'Ambient', 'certifications_and_listings': 'ETL Listed', 'bulb_type_included': 'No Bulbs Included', 'fixture_colorfinish': 'Oil Rubbed Bronze', 'connection_type': 'Hardwired', 'maximum_wattage_watts': '60', 'shade_color_family': 'Beige/Bisque', 'maximum_bulb_wattage': '60 W', 'fixture_colorfinish_family': 'Bronze', 'light_bulb_base_code': 'Medium', 'recommended_light_bulb_shape_code': 'B10', 'number_of_bulbs_required': '1'}"
1121,3-1/2 in. Satin Brass Residential Door Hinge with 5/8 in. Round Corner Removable Pin Full Mortise (9-Pack),"{'hinge_type': 'Inset', 'finish': 'Satin Brass', 'commercialresidential': 'Residential', 'mounting_type': 'Wall', 'hardware_finish_family': 'Brass', 'builders_hardware_product_type': 'Door Hinge', 'package_quantity': '9', 'fasteners_included': 'Yes'}"
1122,"3's Up, EP","{'publication_date': '2015', 'format': 'Compact disc'}"
1123,Irish Angel Suncatcher Wind Chime Stained Glass with Shamrock and Chimes,{'color': 'Green'}
1124,Samsung Galaxy S7 edge 32GB Black Unlocked Broken Glass in Good Condition G935T,"{'lock_status': 'Factory Unlocked,', 'ships_to': 'US,', 'camera_resolution': '12.0MP,', 'processor': 'Octa Core,', 'network': 'Unlocked,', 'color': 'Black,'}"
1125,"Heavy Duty Refrigerator Caster with 5"" Polyurethane Wheel & 1/2"" Threaded Stem","{'location': 'Kansas City, Missouri,', 'free_shipping': ', 30-Day Returns,', 'type': 'Swivel', 'ships_to': 'Worldwide,', 'color': 'Blue,'}"
1126,Mercedes-Benz E-Class Prices & Deals - New Mexico,"{'transmissions_available': '9-speed automatic', 'drive_wheels': 'Rear or AWD', 'seating': '2 front, 3 rear'}"
1127,Sagebrook Home Reactive Glaze Seafoam Cylinder Vase,{'usage': 'Interior Dry'}
1128,"Details about Orbea Occam AM H10 27.5"" (650B) Boost FOX Float Kashima FiT4 XT Maxxis DT Swiss","{'type': 'Mountain Bike', 'frame_material': 'Aluminium', 'suspension': 'Front & Rear (Full)'}"
1129,Nikon COOLPIX S9100 12.1 MP CMOS Digital Camera with 18x NIKKOR ED Wide-Angle Optical Zoom Lens and Full HD 1080p Video (Black) (OLD MODEL),{'batteries': '1 Lithium ion batteries required. (included)'}
1130,Plutus kkrs6638 925 Sterling Silver Rhodium Finish CZ Engagement Set Ring Size 5 by Plutus,"{'color': 'Silver', 'metal': 'Silver'}"
1131,Corsair Gaming LAPDOG - Gaming Control Center,{'number_of_usb_30_ports': '4'}
1132,Lenovo ThinkServer RD550 70CV - Xeon E5-2630V3 2.4 GHz - 8 GB - 0 GB,"{'server_scalability': '2-way', 'number_of_cores': '8-core', 'power_redundancy': 'Optional', 'power': 'AC 120/230 V (50/60 Hz)', 'max_turbo_speed': '3.2 GHz', 'height_rack_units': '1U', 'type': 'Server - rack-mountable', 'hard_drive': 'No HDD', 'video_memory': '16 MB', 'processor_socket': 'LGA2011-v3 Socket'}"
1133,"OtterBox Symmetry Case for iPhone 5S, iPhone 5, iPhone SE - Black - Wear Resistant, Shock Resistant, Drop Resistant, Bump Resistant, Scratch Resistant, Tear Resistant, Knock Resistant - Plastic, Synthetic Rubber, Polycarbonate","{'colour': 'Black', 'product_type': 'Case'}"
1134,"OtterBox Symmetry Case for iPhone 5S, iPhone 5, iPhone SE - Black - Wear Resistant, Shock Resistant, Drop Resistant, Bump Resistant, Scratch Resistant, Tear Resistant, Knock Resistant - Plastic, Synthetic Rubber, Polycarbonate","{'colour': 'Black', 'product_type': 'Case'}"
1135,Hewlett Packard Enterprise 4X QDR QLogic InfiniBand Dual Port Mezzanine HCA for c-Class BladeSystem (583210-B21),{'number_of_ports': '2'}
1136,Hewlett Packard Enterprise 4X QDR QLogic InfiniBand Dual Port Mezzanine HCA for c-Class BladeSystem (583210-B21),{'number_of_ports': '2'}
1137,SanDisk Edge 8GB USB Flash Drive,{'connectivity': 'USB 2.0'}
1138,HP Pavilion 300-020 Mini review:,{'optical_drive': 'None'}
1139,Slik PRO 500HD Tripod with 3-Way Panhead with Quick Shoe,"{'free_shipping': 'Yes', 'features': 'No'}"
1140,Modern Room Furniture RST Outdoor Cantina 2 Piece Sectional Sofa Set RST1056,{'seating_capacity': '3'}
1141,"Buddy Products 5416-32 Double-Sided Steel Book Cart w/6 Slant Shelves, 37w x 18d x 42h, Platinum BDY541632","{'color': 'Platinum', 'shelf_count': '6'}"
1142,925 silver heart shaped pendant with silver box chain Unbranded - Size: Medium - Metallics - Necklace,"{'size': 'Medium', 'type': 'Necklace', 'colour': 'Metallics', 'brand_type': 'Unbranded'}"
1143,Surya Plaza Light Blue Three-Piece Full/Queen Duvet Set,"{'usage': 'Interior Dry', 'pieces_in_set': '3', 'care_instructions': 'Machine Wash'}"
1144,Surya Plaza Light Blue Three-Piece Full/Queen Duvet Set,"{'usage': 'Interior Dry', 'pieces_in_set': '3', 'care_instructions': 'Machine Wash'}"
1145,"Protect It! 12-Outlet Surge Protector, 8-ft. Cord, 2880 Joules, Tel/Modem/Coaxial/Ethernet Protection",{'color': 'Black'}
1146,"Protect It! 12-Outlet Surge Protector, 8-ft. Cord, 2880 Joules, Tel/Modem/Coaxial/Ethernet Protection",{'color': 'Black'}
1147,ORIGINAL LOW WAISTED SKINNY JEAN IN Black Rinse Stretch Denim,{'us_size': '34'}
1148,Screw Extractor and Black Oxide Drill Bit Set (12-Piece),"{'individualset': 'Set', 'number_of_pieces': '12', 'color_family': 'Black', 'tools_product_type': 'Hand Tool'}"
1149,DisplayPort to HDMI Adapter,{'weight': 'PRICE'}
1150,4 Series Hatchback,"{'doors': '5', 'drive_train': 'Rear Wheel Drive', 'fuel_type': 'Diesel', 'transmission': 'Manual', 'mileage': 'Select Mileage'}"
1151,"HP 653953-001 500GB 7.2k RPM 2.5"" SAS-6Gb/s HDD","{'buffer': '64 MB', 'enclosure': 'Hot Swap Tray', 'type': 'Hard Drive', 'hard_drive_type': 'Internal Hard Drive', 'speed': '7.2K RPM', 'form_factor': '2.5 inch', 'interface': 'SAS', 'spindle_speed': '7200 RPM'}"
1152,Building Secure Software: How to Avoid Security Problems the Right Way,"{'pages': '528', 'edition': '1st eBook (Watermarked)'}"
1153,"Details about 4ZA RC31 Wheelset, Shimano 10/11 speed, Continental 25mm tyres",{'wheel_size': '700C'}
1154,2017 Ford F-150 XLT 4WD SuperCrew 5.5' Box,"{'body': 'Pickup', 'drive_type': '4X4', 'transmission': 'Shiftable Automatic', 'int_color': 'Medium Earth Gray', 'clock': 'Compass'}"
1155,Campbell Hausfeld Air Cut-Off Tool - TL053500AV,{'package_quantity': '1'}
1156,Brybelly TDUN-05 Duncan Pulse Yo-Yo,"{'age_range': '12 Years & Up', 'age_group': 'Adult', 'color': 'Multicolor'}"
1157,Vogue UK,"{'sold_by': 'Amazon Media EU S.à r.l.', 'format': 'Kindle Edition'}"
1158,Variable Voltage Variable Frequency Drive from India,{'specification': '-'}
1159,"HP EliteBook 8460p i7-2620M 2.70GHz Grade A 14.1"" AMD Radeon HD 6400 Series","{'shipping': 'Standard or Free Delivery', 'current_stock': '1', 'quantity': '1'}"
1160,"HP EliteBook 8460p i7-2620M 2.70GHz Grade A 14.1"" AMD Radeon HD 6400 Series","{'shipping': 'Standard or Free Delivery', 'current_stock': '1', 'quantity': '1'}"
1161,Learn more about the Kingston Technology Corp. KVR21R15D4K4/64,"{'cas_latency': '15', 'type': '288-Pin DDR4 SDRAM'}"
1162,Lacoste Wayfarer Women's Sunglasses - L824S - 55-17-135mm,"{'frame_shape': 'Wayfarer', 'targeted_group': 'Women', 'type': 'Sunglasses', 'frame_material': 'Acetate', 'frame_color': 'Black'}"
1163,"3029 Quantum Ln, Atlanta, GA 30341",{'roof_type': 'Other'}
1164,portable speaker s,"{'payment_terms': 'L/C, T/T, Western Union', 'color': 'Black'}"
1165,Mota Toy Fire Engine (Small),{'http': '//www.mota.com'}
1166,"Nature Saver Smooth Texture 100% Recycled Construction Paper, 12' x 18', Orange, Pack Of 50 Item # 873981","{'number_of_sheets': '50', 'eco-conscious': 'Recycled Content', 'total_recycled_content': '100%', 'acid_free': 'yes', 'color': 'orange'}"
1167,"Intellinet Fiber Optic Patch Cable, Duplex, Multimode","{'corecladding_diameter': '50/125 µm', 'fiber_optic_mode': 'Multi-mode', 'http': '//www.intellinet-network.com', 'product_type': 'Network Cable', 'device_supported': 'Network Device', 'cable_type': 'Fiber Optic'}"
1168,"2017 Nissan Versa Note SR – $19,445","{'drive': 'FWD', 'subtype': 'Hatchback', 'cylinders': '4', 'interior_color': 'Charcoal', 'type': 'Hatchback', 'engine_size': '1.6', 'transmission': 'CVT with Xtronic', 'mileage': '1', 'fuel_type': 'Gas'}"
1169,Printed Beach Towel,{'bust_size': '34C'}
1170,Bleecker Street Pendant,"{'finish': 'Satin Black', 'shade_color': 'Clear'}"
1171,Northeast Lantern White Outdoor PVC Post,"{'finish': 'White', 'assembly': 'Some Assembly Required', 'certification': 'UL', 'usage': 'Exterior Wet'}"
1172,Northeast Lantern White Outdoor PVC Post,"{'finish': 'White', 'assembly': 'Some Assembly Required', 'certification': 'UL', 'usage': 'Exterior Wet'}"
1173,Aluminum Globe for Kids Pursuing Geography,{'assembly_required': 'No'}
1174,Adler Peruvian Alpaca Wool Pullover Sweater,{'size': 'Select'}
1175,StarTech.com Black Slim Mini Jack Headphone Splitter Cable Adapter - 3.5mm Male to 2x 3.5mm Female,"{'contents': 'Adapter, documentation', 'warranty-parts': 'Lifetime', 'warranty-labor': 'Lifetime', 'color': 'Black', 'compliant_standards': 'RoHS'}"
1176,Urban Tribes: Are Friends the New Family?,{'paperback': '272 pages'}
1177,Keystone Electronics Newest Products,"{'packaging': 'Reel', 'rohs': 'Details'}"
